198	2.71	72.0	31.0	2024
199	2.28	77.0	35.0	2024
200	3.11	71.0	22.0	2024
201	2.5	69.0	33.0	2025
202	2.49	77.0	21.0	2025
203	2.99	72.0	30.0	2025
204	2.63	67.0	23.0	2025
205	1.54	75.0	22.0	2025
206	1.84	77.0	19.0	2025
207	2.27	74.0	35.0	2025
208	2.72	71.0	30.0	2025
209	3.03	79.0	24.0	2025
210	2.14	71.0	21.0	2025
211	3.78	76.0	34.0	2025
212	3.72	73.0	22.0	2025
213	2.69	77.0	29.0	2025
214	3.22	66.0	26.0	2025
215	2.29	75.0	18.0	2025
216	3.77	72.0	26.0	2025
217	3.93	74.0	26.0	2025
218	3.31	87.0	22.0	2025
219	2.01	71.0	20.0	2025
220	2.48	82.0	34.0	2025
221	2.0	75.0	23.0	2025
222	3.1	70.0	31.0	2025
223	3.96	79.0	18.0	2025
224	3.19	82.0	27.0	2025
225	1.2	71.0	23.0	2025
226	2.67	76.0	27.0	2025
227	2.76	80.0	28.0	2025
228	1.75	80.0	27.0	2025
229	2.0	74.0	22.0	2025
230	2.67	76.0	30.0	2025
231	2.51	77.0	27.0	2025
232	2.99	73.0	24.0	2025
233	2.44	76.0	36.0	2025
234	3.74	73.0	19.0	2025
235	3.59	73.0	21.0	2025
236	3.33	78.0	33.0	2025
237	3.2	71.0	18.0	2025
238	3.05	75.0	20.0	2025
239	2.91	72.0	21.0	2025
240	3.47	72.0	33.0	2025
241	3.82	62.0	21.0	2025
242	2.86	77.0	27.0	2025
243	2.93	76.0	24.0	2025
244	2.41	75.0	18.0	2025
245	2.03	85.0	26.0	2025
246	0.94	68.0	18.0	2025
247	2.82	77.0	19.0	2025
248	2.98	75.0	22.0	2025
249	3.62	72.0	26.0	2025
250	2.61	78.0	21.0	2025
251	2.54	82.0	29.0	2025
252	2.84	78.0	25.0	2025
253	3.17	72.0	17.0	2025
254	3.17	72.0	36.0	2025
255	3.48	74.0	26.0	2025
256	3.13	72.0	26.0	2025
257	3.14	68.0	35.0	2025
258	3.26	75.0	20.0	2025
259	2.64	82.0	22.0	2025
260	3.47	82.0	25.0	2025
261	3.31	77.0	30.0	2025
262	2.24	73.0	25.0	2025
263	2.76	73.0	28.0	2025
264	3.37	75.0	17.0	2025
265	2.25	70.0	36.0	2025
266	3.49	76.0	26.0	2025
267	3.12	76.0	28.0	2025
268	2.56	77.0	22.0	2025
269	2.47	78.0	24.0	2025
270	2.82	75.0	20.0	2025
271	2.85	82.0	18.0	2025
272	2.08	81.0	26.0	2025
273	3.06	74.0	29.0	2025
274	3.27	81.0	26.0	2025
275	3.43	70.0	17.0	2025
276	1.34	77.0	35.0	2025
277	2.84	75.0	23.0	2025
278	1.43	79.0	29.0	2025
279	1.91	75.0	25.0	2025
280	2.8	73.0	22.0	2025
281	2.19	74.0	22.0	2025
282	2.75	69.0	21.0	2025
283	2.59	74.0	25.0	2025
284	3.09	66.0	30.0	2025
285	3.2	73.0	26.0	2025
286	3.6	77.0	25.0	2025
287	3.11	75.0	26.0	2025
288	3.58	75.0	32.0	2025
289	3.46	74.0	22.0	2025
290	3.75	69.0	20.0	2025
291	2.9	67.0	22.0	2025
292	2.27	75.0	29.0	2025
293	3.69	71.0	23.0	2025
294	1.25	76.0	23.0	2025
295	1.95	81.0	27.0	2025
296	2.27	75.0	23.0	2025
297	3.85	76.0	20.0	2025
298	3.27	81.0	20.0	2025
299	3.08	66.0	25.0	2025
300	2.46	80.0	29.0	2025
301	2.62	79.0	30.0	2025
302	3.68	75.0	28.0	2025
303	2.23	73.0	33.0	2025
304	1.89	81.0	17.0	2025
305	2.71	73.0	17.0	2025
306	2.84	82.0	29.0	2025
307	2.28	80.0	25.0	2025
308	2.8	72.0	26.0	2025
309	3.88	81.0	32.0	2025
310	3.57	73.0	27.0	2025
311	2.48	74.0	23.0	2025
312	3.64	75.0	17.0	2025
313	3.42	73.0	25.0	2025
314	3.35	83.0	27.0	2025
315	2.43	77.0	30.0	2025
316	3.53	77.0	19.0	2025
317	2.54	75.0	22.0	2025
318	2.42	73.0	30.0	2025
319	1.98	79.0	17.0	2025
320	3.22	79.0	25.0	2025
321	3.05	77.0	25.0	2025
322	3.04	73.0	29.0	2025
323	2.44	73.0	18.0	2025
324	3.35	75.0	25.0	2025
325	2.64	82.0	24.0	2025
326	2.93	78.0	27.0	2025
327	2.86	80.0	21.0	2025
328	2.22	85.0	27.0	2025
329	2.71	85.0	29.0	2025
330	3.78	69.0	27.0	2025
331	3.84	87.0	26.0	2025
332	2.37	69.0	26.0	2025
333	2.29	78.0	18.0	2025
334	3.8	75.0	24.0	2025
335	1.7	78.0	18.0	2025
336	1.56	76.0	17.0	2025
337	3.0	78.0	18.0	2025
338	3.19	80.0	27.0	2025
339	3.79	77.0	27.0	2025
340	3.21	78.0	20.0	2025
341	2.91	81.0	32.0	2025
342	2.15	74.0	27.0	2025
343	3.07	65.0	17.0	2025
344	2.82	78.0	20.0	2025
345	2.63	67.0	28.0	2025
346	3.15	72.0	22.0	2025
347	3.04	75.0	25.0	2025
348	2.65	78.0	29.0	2025
349	2.88	74.0	22.0	2025
350	2.82	80.0	33.0	2025
351	3.19	68.0	24.0	2025
352	3.53	72.0	18.0	2025
353	3.46	75.0	18.0	2025
354	2.27	71.0	18.0	2025
355	3.92	87.0	20.0	2025
356	2.83	80.0	30.0	2025
357	2.63	79.0	23.0	2025
358	3.24	80.0	33.0	2025
359	2.39	67.0	31.0	2025
360	2.77	73.0	22.0	2025
361	3.79	69.0	31.0	2025
362	2.52	77.0	20.0	2025
363	3.1	72.0	25.0	2025
364	3.87	74.0	35.0	2025
365	3.08	77.0	35.0	2025
366	3.87	78.0	28.0	2025
367	3.8	80.0	31.0	2025
368	3.94	78.0	26.0	2025
369	1.4	76.0	28.0	2025
370	3.04	80.0	31.0	2025
371	2.75	79.0	25.0	2025
372	2.64	80.0	30.0	2025
373	2.21	73.0	28.0	2025
374	3.88	69.0	21.0	2025
375	2.31	75.0	26.0	2025
376	2.77	75.0	20.0	2025
377	2.75	80.0	17.0	2025
378	2.5	74.0	29.0	2025
379	1.73	72.0	22.0	2025
380	1.76	70.0	19.0	2025
381	1.06	75.0	30.0	2025
382	2.99	64.0	30.0	2025
383	3.53	83.0	22.0	2025
384	3.75	64.0	19.0	2025
385	2.68	79.0	33.0	2025
386	3.79	74.0	24.0	2025
387	3.62	74.0	17.0	2025
388	1.64	74.0	26.0	2025
389	2.68	75.0	21.0	2025
390	2.71	83.0	33.0	2025
391	3.31	75.0	22.0	2025
392	3.86	82.0	20.0	2025
393	3.72	74.0	18.0	2025
394	2.49	76.0	26.0	2025
395	1.28	77.0	25.0	2025
396	2.58	68.0	18.0	2025
397	3.42	72.0	20.0	2025
398	3.61	78.0	30.0	2025
399	3.57	69.0	28.0	2025
400	3.07	74.0	32.0	2025
401	1.95	72.0	23.0	2026
402	2.92	69.0	17.0	2026
403	1.5	67.0	26.0	2026
404	2.9	79.0	18.0	2026
405	2.53	76.0	31.0	2026
406	2.81	71.0	26.0	2026
407	3.07	77.0	17.0	2026
408	1.26	69.0	36.0	2026
409	3.03	76.0	26.0	2026
410	2.45	71.0	17.0	2026
411	1.56	75.0	33.0	2026
412	3.52	78.0	18.0	2026
413	3.52	75.0	25.0	2026
414	1.42	74.0	24.0	2026
415	3.81	78.0	20.0	2026
416	2.35	74.0	21.0	2026
417	1.88	82.0	26.0	2026
418	3.71	77.0	21.0	2026
419	2.79	81.0	34.0	2026
420	3.61	70.0	20.0	2026
421	3.37	78.0	22.0	2026
422	2.1	74.0	25.0	2026
423	2.17	76.0	18.0	2026
424	3.94	80.0	29.0	2026
425	2.04	73.0	33.0	2026
426	3.08	74.0	31.0	2026
427	1.83	73.0	33.0	2026
428	2.46	70.0	17.0	2026
429	2.29	77.0	30.0	2026
430	3.14	76.0	34.0	2026
431	3.75	73.0	21.0	2026
432	2.24	79.0	26.0	2026
433	3.77	77.0	21.0	2026
434	1.64	72.0	24.0	2026
435	2.45	73.0	34.0	2026
436	2.81	76.0	29.0	2026
437	3.2	78.0	17.0	2026
438	3.62	61.0	28.0	2026
439	2.65	70.0	23.0	2026
440	1.69	75.0	29.0	2026
441	2.64	81.0	26.0	2026
442	2.71	79.0	29.0	2026
443	3.75	78.0	22.0	2026
444	3.57	72.0	30.0	2026
445	3.67	74.0	29.0	2026
446	3.84	71.0	18.0	2026
447	3.71	69.0	21.0	2026
448	3.3	76.0	30.0	2026
449	1.62	79.0	22.0	2026
450	3.61	79.0	21.0	2026
451	2.97	70.0	26.0	2026
452	3.03	84.0	30.0	2026
453	2.85	78.0	26.0	2026
454	1.3	71.0	35.0	2026
455	2.5	75.0	28.0	2026
456	2.31	82.0	23.0	2026
457	3.29	78.0	36.0	2026
458	3.55	70.0	28.0	2026
459	1.91	74.0	23.0	2026
460	3.24	70.0	33.0	2026
461	3.23	75.0	20.0	2026
462	2.71	75.0	18.0	2026
463	3.39	73.0	30.0	2026
464	3.65	78.0	19.0	2026
465	2.61	78.0	35.0	2026
466	3.29	78.0	34.0	2026
467	3.29	76.0	20.0	2026
468	2.27	81.0	19.0	2026
469	2.62	76.0	22.0	2026
470	3.07	68.0	19.0	2026
471	3.3	83.0	22.0	2026
472	3.31	74.0	24.0	2026
473	2.54	70.0	22.0	2026
474	2.98	77.0	23.0	2026
475	2.5	74.0	18.0	2026
476	3.23	74.0	25.0	2026
477	2.75	75.0	23.0	2026
478	3.18	70.0	35.0	2026
479	0.95	80.0	22.0	2026
480	2.8	73.0	20.0	2026
481	3.39	77.0	31.0	2026
482	3.8	74.0	30.0	2026
483	2.85	67.0	32.0	2026
484	2.93	71.0	17.0	2026
485	1.68	68.0	20.0	2026
486	3.62	78.0	17.0	2026
487	3.3	73.0	33.0	2026
488	3.06	73.0	22.0	2026
489	3.11	69.0	25.0	2026
490	1.8	80.0	18.0	2026
491	3.47	80.0	27.0	2026
492	2.97	75.0	22.0	2026
493	2.74	78.0	30.0	2026
494	2.7	79.0	32.0	2026
495	2.63	78.0	26.0	2026
496	3.79	78.0	19.0	2026
497	3.18	84.0	20.0	2026
498	3.73	73.0	19.0	2026
499	2.71	74.0	26.0	2026
500	1.98	68.0	36.0	2026
501	3.75	83.0	20.0	2026
502	2.82	79.0	25.0	2026
503	3.74	80.0	33.0	2026
504	3.95	68.0	29.0	2026
505	2.58	83.0	17.0	2026
506	2.58	65.0	20.0	2026
507	2.42	73.0	34.0	2026
508	3.3	77.0	25.0	2026
509	1.68	75.0	28.0	2026
510	3.32	73.0	28.0	2026
511	3.39	70.0	27.0	2026
512	3.42	75.0	20.0	2026
513	3.3	74.0	17.0	2026
514	2.46	62.0	31.0	2026
515	3.29	73.0	20.0	2026
516	3.93	71.0	24.0	2026
517	2.36	71.0	18.0	2026
518	2.42	78.0	20.0	2026
519	3.58	72.0	29.0	2026
520	3.37	72.0	26.0	2026
521	2.99	75.0	25.0	2026
522	3.21	67.0	25.0	2026
523	2.86	81.0	27.0	2026
524	3.84	65.0	23.0	2026
525	3.3	72.0	22.0	2026
526	2.21	72.0	19.0	2026
527	3.0	71.0	22.0	2026
528	3.21	83.0	18.0	2026
529	2.98	83.0	19.0	2026
530	3.49	74.0	25.0	2026
531	3.13	67.0	21.0	2026
532	2.58	77.0	30.0	2026
533	3.59	77.0	23.0	2026
534	3.89	81.0	20.0	2026
535	2.23	70.0	22.0	2026
536	3.91	80.0	24.0	2026
537	1.48	84.0	22.0	2026
538	2.28	72.0	23.0	2026
539	2.45	76.0	20.0	2026
540	2.74	76.0	29.0	2026
541	2.34	69.0	28.0	2026
542	2.55	70.0	27.0	2026
543	3.04	81.0	19.0	2026
544	2.78	73.0	17.0	2026
545	1.52	80.0	26.0	2026
546	3.03	78.0	30.0	2026
547	3.16	71.0	22.0	2026
548	3.23	74.0	20.0	2026
549	2.72	72.0	23.0	2026
550	3.08	75.0	28.0	2026
551	3.19	76.0	23.0	2026
552	2.6	73.0	27.0	2026
553	1.9	66.0	23.0	2026
554	3.34	71.0	26.0	2026
555	3.38	77.0	32.0	2026
556	3.0	80.0	33.0	2026
557	3.67	75.0	27.0	2026
558	3.04	81.0	23.0	2026
559	2.93	75.0	22.0	2026
560	3.03	83.0	20.0	2026
561	3.87	79.0	24.0	2026
562	3.72	72.0	30.0	2026
563	2.96	70.0	20.0	2026
564	3.21	78.0	22.0	2026
565	2.95	79.0	28.0	2026
566	3.53	83.0	26.0	2026
567	2.88	70.0	26.0	2026
568	2.76	74.0	35.0	2026
569	1.58	71.0	36.0	2026
570	2.71	76.0	29.0	2026
571	2.92	70.0	32.0	2026
572	3.38	69.0	26.0	2026
573	3.28	79.0	30.0	2026
574	3.24	69.0	34.0	2026
575	2.98	78.0	33.0	2026
576	2.17	77.0	17.0	2026
577	3.84	72.0	27.0	2026
578	2.66	73.0	25.0	2026
579	2.6	72.0	22.0	2026
580	3.88	74.0	19.0	2026
581	2.56	72.0	35.0	2026
582	2.27	69.0	33.0	2026
583	3.16	71.0	19.0	2026
584	1.34	77.0	23.0	2026
585	3.79	69.0	18.0	2026
586	3.03	78.0	20.0	2026
587	3.76	75.0	26.0	2026
588	2.39	72.0	28.0	2026
589	2.88	78.0	26.0	2026
590	3.08	73.0	19.0	2026
591	2.78	80.0	33.0	2026
592	3.2	87.0	25.0	2026
593	2.78	82.0	29.0	2026
594	3.89	76.0	18.0	2026
595	3.51	82.0	29.0	2026
596	2.51	76.0	21.0	2026
597	3.18	71.0	30.0	2026
598	2.92	77.0	19.0	2026
599	3.61	75.0	26.0	2026
600	3.12	79.0	31.0	2026
601	2.12	71.0	32.0	2027
602	3.16	73.0	25.0	2027
603	1.38	75.0	33.0	2027
604	3.46	75.0	24.0	2027
605	2.84	75.0	26.0	2027
606	2.52	73.0	33.0	2027
607	3.81	79.0	19.0	2027
608	2.24	72.0	26.0	2027
609	2.3	73.0	30.0	2027
610	1.78	64.0	31.0	2027
611	1.58	80.0	19.0	2027
612	3.21	80.0	28.0	2027
613	1.94	65.0	19.0	2027
614	3.1	79.0	27.0	2027
615	2.67	80.0	34.0	2027
616	3.03	74.0	23.0	2027
617	2.51	78.0	28.0	2027
618	3.94	76.0	26.0	2027
619	3.14	75.0	29.0	2027
620	2.81	70.0	19.0	2027
621	2.11	81.0	27.0	2027
622	3.56	73.0	20.0	2027
623	3.34	84.0	27.0	2027
624	3.38	81.0	25.0	2027
625	2.1	69.0	26.0	2027
626	2.82	77.0	21.0	2027
627	2.45	74.0	19.0	2027
628	3.11	76.0	26.0	2027
629	1.43	75.0	26.0	2027
630	2.25	79.0	33.0	2027
631	3.45	74.0	18.0	2027
632	2.88	72.0	29.0	2027
633	3.45	81.0	28.0	2027
634	2.46	79.0	30.0	2027
635	2.66	84.0	29.0	2027
636	2.48	76.0	24.0	2027
637	2.9	70.0	22.0	2027
638	2.79	72.0	33.0	2027
639	2.89	74.0	21.0	2027
640	3.35	76.0	26.0	2027
641	2.52	80.0	18.0	2027
642	3.54	70.0	33.0	2027
643	3.38	79.0	33.0	2027
644	3.29	68.0	19.0	2027
645	2.75	75.0	31.0	2027
646	3.88	76.0	23.0	2027
647	2.96	75.0	23.0	2027
648	2.85	77.0	30.0	2027
649	2.22	75.0	17.0	2027
650	3.16	73.0	26.0	2027
651	3.77	73.0	20.0	2027
652	3.36	69.0	29.0	2027
653	3.34	61.0	18.0	2027
654	2.09	74.0	24.0	2027
655	2.75	74.0	23.0	2027
656	2.25	85.0	25.0	2027
657	3.62	78.0	24.0	2027
658	3.37	70.0	27.0	2027
659	2.85	75.0	22.0	2027
660	2.04	70.0	26.0	2027
661	3.19	75.0	22.0	2027
662	3.98	70.0	17.0	2027
663	3.4	83.0	28.0	2027
664	1.74	72.0	19.0	2027
665	3.76	72.0	26.0	2027
666	2.07	73.0	27.0	2027
667	3.53	78.0	22.0	2027
668	2.89	90.0	22.0	2027
669	2.17	66.0	24.0	2027
670	3.41	76.0	25.0	2027
671	3.34	76.0	31.0	2027
672	3.78	78.0	17.0	2027
673	3.22	79.0	20.0	2027
674	1.75	74.0	22.0	2027
675	2.81	84.0	28.0	2027
676	3.83	71.0	22.0	2027
677	2.33	82.0	27.0	2027
678	3.14	77.0	18.0	2027
679	3.36	73.0	19.0	2027
680	2.32	82.0	21.0	2027
681	3.84	71.0	25.0	2027
682	1.65	76.0	17.0	2027
683	3.32	71.0	23.0	2027
684	3.89	78.0	28.0	2027
685	3.7	73.0	25.0	2027
686	1.35	72.0	32.0	2027
687	2.84	83.0	22.0	2027
688	2.27	70.0	19.0	2027
689	2.84	80.0	17.0	2027
690	2.64	76.0	27.0	2027
691	3.25	83.0	27.0	2027
692	2.5	76.0	22.0	2027
693	3.74	75.0	34.0	2027
694	3.33	75.0	23.0	2027
695	3.22	73.0	31.0	2027
696	3.17	71.0	27.0	2027
697	3.46	79.0	29.0	2027
698	3.76	68.0	21.0	2027
699	2.84	65.0	31.0	2027
700	1.75	74.0	35.0	2027
701	2.5	78.0	22.0	2027
702	2.56	79.0	17.0	2027
703	2.18	71.0	21.0	2027
704	3.72	75.0	18.0	2027
705	3.61	76.0	23.0	2027
706	2.39	73.0	34.0	2027
707	3.36	65.0	19.0	2027
708	2.92	72.0	19.0	2027
709	3.35	65.0	25.0	2027
710	2.48	76.0	34.0	2027
711	2.52	76.0	28.0	2027
712	2.37	78.0	29.0	2027
713	1.41	75.0	23.0	2027
714	2.99	83.0	20.0	2027
715	2.79	75.0	26.0	2027
716	2.4	80.0	28.0	2027
717	2.61	79.0	17.0	2027
718	3.74	78.0	30.0	2027
719	3.87	79.0	21.0	2027
720	2.99	76.0	27.0	2027
721	3.34	77.0	26.0	2027
722	2.86	73.0	27.0	2027
723	2.38	81.0	27.0	2027
724	3.06	75.0	25.0	2027
725	2.27	76.0	22.0	2027
726	3.47	78.0	26.0	2027
727	3.07	81.0	22.0	2027
728	2.96	74.0	29.0	2027
729	3.0	74.0	20.0	2027
730	3.11	79.0	17.0	2027
731	3.33	71.0	35.0	2027
732	3.59	68.0	23.0	2027
733	3.29	75.0	17.0	2027
734	2.28	68.0	25.0	2027
735	3.5	70.0	20.0	2027
736	1.94	84.0	27.0	2027
737	3.62	79.0	23.0	2027
738	3.36	77.0	27.0	2027
739	3.32	70.0	28.0	2027
740	3.82	76.0	19.0	2027
741	2.57	75.0	27.0	2027
742	2.37	74.0	19.0	2027
743	2.74	78.0	32.0	2027
744	2.8	77.0	29.0	2027
745	3.53	74.0	17.0	2027
746	3.69	68.0	25.0	2027
747	1.89	67.0	36.0	2027
748	3.0	64.0	23.0	2027
749	3.27	73.0	20.0	2027
750	2.3	71.0	18.0	2027
751	3.73	70.0	32.0	2027
752	3.45	74.0	23.0	2027
753	2.86	70.0	17.0	2027
754	3.02	68.0	17.0	2027
755	3.22	78.0	28.0	2027
756	2.37	80.0	20.0	2027
757	1.98	70.0	28.0	2027
758	2.81	82.0	22.0	2027
759	2.55	74.0	31.0	2027
760	2.05	66.0	28.0	2027
761	3.39	78.0	29.0	2027
762	3.93	76.0	33.0	2027
763	2.16	78.0	29.0	2027
764	2.13	78.0	22.0	2027
765	3.15	77.0	28.0	2027
766	3.11	80.0	23.0	2027
767	2.52	79.0	20.0	2027
768	1.58	72.0	27.0	2027
769	2.73	66.0	24.0	2027
770	2.04	81.0	28.0	2027
771	3.37	76.0	25.0	2027
772	2.6	79.0	24.0	2027
773	2.41	69.0	20.0	2027
774	3.4	70.0	32.0	2027
775	2.68	70.0	21.0	2027
776	3.62	67.0	25.0	2027
777	3.02	72.0	20.0	2027
778	3.68	75.0	20.0	2027
779	2.3	66.0	22.0	2027
780	2.64	82.0	22.0	2027
781	3.69	66.0	33.0	2027
782	3.22	75.0	26.0	2027
783	2.66	77.0	27.0	2027
784	2.79	72.0	33.0	2027
785	2.84	73.0	25.0	2027
786	3.12	77.0	28.0	2027
787	2.72	77.0	24.0	2027
788	3.77	80.0	17.0	2027
789	2.79	69.0	26.0	2027
790	1.23	74.0	20.0	2027
791	3.26	69.0	24.0	2027
792	3.26	86.0	25.0	2027
793	2.23	80.0	19.0	2027
794	3.65	78.0	26.0	2027
795	2.84	85.0	22.0	2027
796	2.22	76.0	21.0	2027
797	2.64	76.0	23.0	2027
798	3.8	71.0	18.0	2027
799	1.38	81.0	27.0	2027
800	3.1	80.0	21.0	2027
